,#,Title,Acceptance,Difficulty,Frequency
66,207,Course Schedule,44.7%,Medium,9.1555
67,212,Word Search II,38.4%,Hard,8.45757
68,215,Kth Largest Element in an Array,61.4%,Medium,11.084
69,217,Contains Duplicate,59.0%,Easy,4.40003
70,221,Maximal Square,41.3%,Medium,8.02705
71,224,Basic Calculator,39.5%,Hard,3.94314
72,234,Palindrome Linked List,44.6%,Easy,14.4404
73,237,Delete Node in a Linked List,70.0%,Easy,10.9424
74,238,Product of Array Except Self,62.7%,Medium,30.346
75,239,Sliding Window Maximum,45.7%,Hard,4.15278
76,240,Search a 2D Matrix II,46.9%,Medium,23.2047
77,260,Single Number III,65.9%,Medium,17.1975
78,284,Peeking Iterator,52.4%,Medium,12.4971
79,287,Find the Duplicate Number,58.3%,Medium,17.4866
80,297,Serialize and Deserialize Binary Tree,52.1%,Hard,13.4809
81,300,Longest Increasing Subsequence,47.3%,Medium,4.18159
82,309,Best Time to Buy and Sell Stock with Cooldown,50.7%,Medium,3.244
83,314,Binary Tree Vertical Order Traversal,49.1%,Medium,1.57945
84,319,Bulb Switcher,46.4%,Medium,20.0495
85,322,Coin Change,39.0%,Medium,27.0908
86,334,Increasing Triplet Subsequence,41.1%,Medium,3.45453
87,345,Reverse Vowels of a String,46.2%,Easy,6.95767
88,347,Top K Frequent Elements,63.7%,Medium,25.1357
89,362,Design Hit Counter,66.5%,Medium,22.1095
90,371,Sum of Two Integers,50.7%,Medium,3.44172
91,384,Shuffle an Array,55.9%,Medium,31.7204
92,387,First Unique Character in a String,55.6%,Easy,36.1639
93,392,Is Subsequence,50.0%,Easy,3.8397
94,403,Frog Jump,42.4%,Hard,10.0083
95,412,Fizz Buzz,65.3%,Easy,8.1292
96,416,Partition Equal Subset Sum,45.7%,Medium,5.34192
97,420,Strong Password Checker,13.9%,Hard,53.3211
98,445,Add Two Numbers II,57.7%,Medium,15.5902
99,448,Find All Numbers Disappeared in an Array,57.3%,Easy,9.49476
100,479,Largest Palindrome Product,30.3%,Hard,78.0489
101,491,Increasing Subsequences,49.6%,Medium,0
102,518,Coin Change 2,55.1%,Medium,14.1367
103,543,Diameter of Binary Tree,52.3%,Easy,3.54184
104,560,Subarray Sum Equals K,43.7%,Medium,12.718
105,617,Merge Two Binary Trees,76.9%,Easy,3.21448
106,624,Maximum Distance in Arrays,40.0%,Medium,0
107,665,Non-decreasing Array,21.2%,Medium,39.1809
108,669,Trim a Binary Search Tree,64.4%,Medium,17.4618
109,693,Binary Number with Alternating Bits,60.5%,Easy,4.80555
110,698,Partition to K Equal Sum Subsets,45.8%,Medium,4.34762
111,718,Maximum Length of Repeated Subarray,51.2%,Medium,12.3674
112,721,Accounts Merge,54.2%,Medium,1.68755
113,746,Min Cost Climbing Stairs,55.8%,Easy,7.63479
114,759,Employee Free Time,70.2%,Hard,1.65165
115,767,Reorganize String,51.2%,Medium,2.30208
116,775,Global and Local Inversions,45.7%,Medium,7.74991
117,779,K-th Symbol in Grammar,39.4%,Medium,2.17471
118,796,Rotate String,50.2%,Easy,5.91768
119,832,Flipping an Image,79.0%,Easy,8.60023
120,834,Sum of Distances in Tree,52.3%,Hard,6.10596
121,852,Peak Index in a Mountain Array,71.4%,Easy,2.92304
122,863,All Nodes Distance K in Binary Tree,59.8%,Medium,4.04382
123,888,Fair Candy Swap,59.9%,Easy,21.2372
124,912,Sort an Array,62.8%,Medium,8.11626
125,940,Distinct Subsequences II,43.2%,Hard,3.63738
126,950,Reveal Cards In Increasing Order,76.4%,Medium,27.7214
127,977,Squares of a Sorted Array,71.5%,Easy,0.821109
128,981,Time Based Key-Value Store,53.4%,Medium,0.869132
129,1030,Matrix Cells in Distance Order,68.8%,Easy,0
130,1108,Defanging an IP Address,88.6%,Easy,8.66539
131,1235,Maximum Profit in Job Scheduling,50.2%,Hard,3.80305
132,1249,Minimum Remove to Make Valid Parentheses,65.0%,Medium,2.23372
133,1412,Find the Quiet Students in All Exams,62.8%,Hard,10.9978
134,1464,Maximum Product of Two Elements in an Array,77.5%,Easy,1.83292
