,#,Title,Acceptance,Difficulty,Frequency
90,96,Unique Binary Search Trees,56.4%,Medium,1.77119
91,97,Interleaving String,34.1%,Medium,29.3594
92,98,Validate Binary Search Tree,29.7%,Medium,4.83487
93,99,Recover Binary Search Tree,44.8%,Medium,1.22366
94,100,Same Tree,54.9%,Easy,1.15569
95,101,Symmetric Tree,50.2%,Easy,3.10561
96,102,Binary Tree Level Order Traversal,59.2%,Medium,11.0053
97,103,Binary Tree Zigzag Level Order Traversal,52.1%,Medium,15.474
98,104,Maximum Depth of Binary Tree,70.1%,Easy,1.70968
99,105,Construct Binary Tree from Preorder and Inorder Traversal,55.4%,Medium,6.24408
100,106,Construct Binary Tree from Inorder and Postorder Traversal,52.6%,Medium,1.27307
101,107,Binary Tree Level Order Traversal II,57.2%,Medium,7.88763
102,108,Convert Sorted Array to Binary Search Tree,64.1%,Easy,15.9409
103,111,Minimum Depth of Binary Tree,41.3%,Easy,1.18713
104,112,Path Sum,44.1%,Easy,3.052
105,113,Path Sum II,52.3%,Medium,1.57609
106,114,Flatten Binary Tree to Linked List,55.7%,Medium,2.54247
107,115,Distinct Subsequences,41.6%,Hard,2.53133
108,116,Populating Next Right Pointers in Each Node,53.1%,Medium,0.387812
109,118,Pascal's Triangle,60.4%,Easy,6.87746
110,120,Triangle,48.7%,Medium,6.2466
111,121,Best Time to Buy and Sell Stock,52.9%,Easy,37.6217
112,122,Best Time to Buy and Sell Stock II,60.4%,Medium,5.534
113,123,Best Time to Buy and Sell Stock III,42.2%,Hard,0.364241
114,124,Binary Tree Maximum Path Sum,36.8%,Hard,4.33045
115,125,Valid Palindrome,39.9%,Easy,30.1632
116,126,Word Ladder II,25.8%,Hard,7.26179
117,127,Word Ladder,33.7%,Hard,33.4577
118,128,Longest Consecutive Sequence,48.0%,Medium,7.5559
119,130,Surrounded Regions,31.7%,Medium,0.904493
120,131,Palindrome Partitioning,55.8%,Medium,2.49079
121,133,Clone Graph,43.4%,Medium,10.774
122,134,Gas Station,43.2%,Medium,9.04313
123,135,Candy,36.0%,Hard,8.92967
124,136,Single Number,67.8%,Easy,2.4613
125,137,Single Number II,55.4%,Medium,4.00301
126,138,Copy List with Random Pointer,44.5%,Medium,3.25287
127,139,Word Break,43.3%,Medium,24.5421
128,140,Word Break II,39.2%,Hard,26.4884
129,141,Linked List Cycle,44.3%,Easy,5.84659
130,142,Linked List Cycle II,41.9%,Medium,3.20414
131,143,Reorder List,44.0%,Medium,1.67416
132,144,Binary Tree Preorder Traversal,60.3%,Easy,0.308946
133,145,Binary Tree Postorder Traversal,61.2%,Easy,0.374036
134,146,LRU Cache,38.3%,Medium,95.3541
135,147,Insertion Sort List,46.2%,Medium,13.1552
136,148,Sort List,49.0%,Medium,5.86619
137,149,Max Points on a Line,19.2%,Hard,49.1575
138,150,Evaluate Reverse Polish Notation,40.7%,Medium,1.00966
139,151,Reverse Words in a String,26.8%,Medium,8.2398
140,152,Maximum Product Subarray,33.6%,Medium,5.9384
141,153,Find Minimum in Rotated Sorted Array,47.4%,Medium,4.53775
142,155,Min Stack,48.8%,Easy,5.32677
143,158,Read N Characters Given read4 II - Call Multiple Times,39.6%,Hard,23.1914
144,160,Intersection of Two Linked Lists,47.5%,Easy,7.60867
145,161,One Edit Distance,33.6%,Medium,9.98902
146,162,Find Peak Element,45.0%,Medium,5.36094
147,164,Maximum Gap,40.5%,Hard,10.4462
148,165,Compare Version Numbers,31.9%,Medium,4.83887
149,166,Fraction to Recurring Decimal,23.0%,Medium,4.75627
150,167,Two Sum II - Input Array Is Sorted,57.3%,Easy,1.76014
151,168,Excel Sheet Column Title,33.0%,Easy,6.07788
152,169,Majority Element,61.4%,Easy,4.75042
153,171,Excel Sheet Column Number,58.4%,Easy,4.99147
154,173,Binary Search Tree Iterator,63.3%,Medium,2.74399
155,175,Combine Two Tables,67.8%,Easy,5.91591
156,176,Second Highest Salary,34.7%,Medium,9.27926
157,177,Nth Highest Salary,35.1%,Medium,12.8523
158,178,Rank Scores,54.8%,Medium,10.2069
159,179,Largest Number,32.0%,Medium,12.0745
160,181,Employees Earning More Than Their Managers,64.2%,Easy,2.85115
161,184,Department Highest Salary,44.0%,Medium,1.22857
162,187,Repeated DNA Sequences,43.0%,Medium,6.25139
163,188,Best Time to Buy and Sell Stock IV,31.8%,Hard,6.24201
164,189,Rotate Array,37.2%,Medium,3.56425
165,190,Reverse Bits,45.7%,Easy,4.08614
166,191,Number of 1 Bits,57.0%,Easy,2.78571
167,192,Word Frequency,25.5%,Medium,58.1891
168,193,Valid Phone Numbers,25.6%,Easy,6.73077
169,198,House Robber,45.0%,Medium,5.12208
170,199,Binary Tree Right Side View,58.2%,Medium,1.43825
171,200,Number of Islands,52.0%,Medium,70.3723
172,202,Happy Number,52.2%,Easy,44.6595
173,203,Remove Linked List Elements,41.3%,Easy,2.49879
174,204,Count Primes,32.8%,Medium,15.3057
175,205,Isomorphic Strings,41.6%,Easy,3.15271
176,206,Reverse Linked List,68.3%,Easy,26.864
177,207,Course Schedule,44.7%,Medium,3.99461
178,208,Implement Trie (Prefix Tree),55.8%,Medium,2.34049
179,210,Course Schedule II,44.9%,Medium,16.6837
180,211,Design Add and Search Words Data Structure,42.5%,Medium,11.8127
181,212,Word Search II,38.4%,Hard,24.9587
182,213,House Robber II,38.8%,Medium,0.419055
183,214,Shortest Palindrome,31.3%,Hard,8.65991
184,215,Kth Largest Element in an Array,61.4%,Medium,12.1092
185,217,Contains Duplicate,59.0%,Easy,2.29349
186,218,The Skyline Problem,37.8%,Hard,15.2736
187,219,Contains Duplicate II,40.1%,Easy,0.720961
188,220,Contains Duplicate III,21.5%,Medium,7.76897
189,221,Maximal Square,41.3%,Medium,7.42127
190,223,Rectangle Area,39.4%,Medium,18.2496
191,224,Basic Calculator,39.5%,Hard,4.9125
192,226,Invert Binary Tree,69.8%,Easy,1.3371
193,227,Basic Calculator II,40.0%,Medium,19.4476
194,229,Majority Element II,40.7%,Medium,4.56438
195,230,Kth Smallest Element in a BST,65.1%,Medium,5.91371
196,231,Power of Two,44.0%,Easy,3.25711
197,232,Implement Queue using Stacks,55.3%,Easy,14.5532
198,234,Palindrome Linked List,44.6%,Easy,2.12632
199,236,Lowest Common Ancestor of a Binary Tree,52.7%,Medium,7.02043
200,237,Delete Node in a Linked List,70.0%,Easy,1.88677
201,238,Product of Array Except Self,62.7%,Medium,45.2825
202,239,Sliding Window Maximum,45.7%,Hard,2.66535
203,240,Search a 2D Matrix II,46.9%,Medium,4.06519
204,242,Valid Anagram,60.2%,Easy,6.92978
205,251,Flatten 2D Vector,47.2%,Medium,6.17164
206,253,Meeting Rooms II,48.4%,Medium,10.4888
207,256,Paint House,56.7%,Medium,2.12841
208,257,Binary Tree Paths,56.6%,Easy,3.71776
209,258,Add Digits,59.8%,Easy,1.76392
210,260,Single Number III,65.9%,Medium,5.69622
211,263,Ugly Number,41.8%,Easy,1.57965
212,266,Palindrome Permutation,64.1%,Easy,5.10483
213,268,Missing Number,57.6%,Easy,11.2492
214,269,Alien Dictionary,34.3%,Hard,19.0751
215,271,Encode and Decode Strings,35.4%,Medium,3.85627
216,273,Integer to English Words,29.0%,Hard,39.2514
217,274,H-Index,37.0%,Medium,7.02684
218,277,Find the Celebrity,45.4%,Medium,39.0518
219,278,First Bad Version,39.9%,Easy,0.946322
220,279,Perfect Squares,51.1%,Medium,1.04584
221,281,Zigzag Iterator,60.5%,Medium,12.1624
222,283,Move Zeroes,59.6%,Easy,12.7553
223,284,Peeking Iterator,52.4%,Medium,100
224,286,Walls and Gates,57.8%,Medium,1.77052
225,287,Find the Duplicate Number,58.3%,Medium,10.7527
226,289,Game of Life,61.2%,Medium,1.64874
227,290,Word Pattern,39.1%,Easy,1.05964
228,295,Find Median from Data Stream,49.5%,Hard,77.5975
229,297,Serialize and Deserialize Binary Tree,52.1%,Hard,11.4793
230,300,Longest Increasing Subsequence,47.3%,Medium,17.4603
231,301,Remove Invalid Parentheses,45.9%,Hard,6.47629
232,304,Range Sum Query 2D - Immutable,45.4%,Medium,2.96614
233,305,Number of Islands II,39.3%,Hard,2.6745
234,309,Best Time to Buy and Sell Stock with Cooldown,50.7%,Medium,0.751792
235,311,Sparse Matrix Multiplication,65.0%,Medium,75.4931
236,313,Super Ugly Number,46.7%,Medium,4.22941
237,314,Binary Tree Vertical Order Traversal,49.1%,Medium,0.878227
238,315,Count of Smaller Numbers After Self,42.0%,Hard,27.7591
239,316,Remove Duplicate Letters,40.6%,Medium,9.36774
240,319,Bulb Switcher,46.4%,Medium,6.70858
241,321,Create Maximum Number,27.9%,Hard,26.7543
242,322,Coin Change,39.0%,Medium,10.8416
243,323,Number of Connected Components in an Undirected Graph,59.8%,Medium,2.27974
244,324,Wiggle Sort II,31.5%,Medium,3.12995
245,328,Odd Even Linked List,58.3%,Medium,0.785761
246,329,Longest Increasing Path in a Matrix,48.3%,Hard,21.0305
247,332,Reconstruct Itinerary,39.4%,Hard,6.25087
248,336,Palindrome Pairs,36.2%,Hard,3.79992
249,338,Counting Bits,71.9%,Easy,2.70686
250,341,Flatten Nested List Iterator,57.5%,Medium,82.5047
251,343,Integer Break,52.6%,Medium,3.43544
252,344,Reverse String,72.5%,Easy,8.97452
253,345,Reverse Vowels of a String,46.2%,Easy,5.61373
254,346,Moving Average from Data Stream,74.9%,Easy,14.0134
255,347,Top K Frequent Elements,63.7%,Medium,23.7137
256,348,Design Tic-Tac-Toe,56.7%,Medium,62.8349
257,349,Intersection of Two Arrays,67.4%,Easy,2.26636
258,350,Intersection of Two Arrays II,53.8%,Easy,1.74839
259,351,Android Unlock Patterns,50.4%,Medium,43.6965
260,353,Design Snake Game,37.3%,Medium,19.3489
261,354,Russian Doll Envelopes,39.2%,Hard,6.07788
262,355,Design Twitter,33.4%,Medium,5.50529
263,359,Logger Rate Limiter,74.0%,Easy,27.6806
264,362,Design Hit Counter,66.5%,Medium,66.7705
265,363,Max Sum of Rectangle No Larger Than K,40.1%,Hard,9.58393
266,366,Find Leaves of Binary Tree,75.0%,Medium,1.2306
267,368,Largest Divisible Subset,39.1%,Medium,8.84319
268,371,Sum of Two Integers,50.7%,Medium,1.08528
269,373,Find K Pairs with Smallest Sums,38.9%,Medium,1.88608
270,374,Guess Number Higher or Lower,47.5%,Easy,0.878005
271,376,Wiggle Subsequence,43.6%,Medium,5.04323
272,377,Combination Sum IV,48.0%,Medium,2.75072
273,378,Kth Smallest Element in a Sorted Matrix,58.5%,Medium,4.55938
274,380,Insert Delete GetRandom O(1),50.7%,Medium,4.06696
275,381,Insert Delete GetRandom O(1) - Duplicates allowed,35.2%,Hard,2.55747
276,384,Shuffle an Array,55.9%,Medium,24.8026
277,387,First Unique Character in a String,55.6%,Easy,9.53171
278,388,Longest Absolute File Path,44.7%,Medium,6.83795
279,391,Perfect Rectangle,31.7%,Hard,77.8589
280,393,UTF-8 Validation,38.9%,Medium,7.84811
281,394,Decode String,54.6%,Medium,29.3959
282,395,Longest Substring with At Least K Repeating Characters,44.2%,Medium,10.9632
283,396,Rotate Function,38.2%,Medium,8.86497
284,399,Evaluate Division,55.9%,Medium,1.51523
285,401,Binary Watch,49.6%,Easy,7.47579
286,403,Frog Jump,42.4%,Hard,53.5432
287,404,Sum of Left Leaves,53.2%,Easy,2.91661
288,406,Queue Reconstruction by Height,69.5%,Medium,8.153
289,410,Split Array Largest Sum,48.6%,Hard,8.09389
290,412,Fizz Buzz,65.3%,Easy,4.0505
291,415,Add Strings,50.8%,Easy,3.04564
292,416,Partition Equal Subset Sum,45.7%,Medium,2.99997
293,417,Pacific Atlantic Water Flow,46.5%,Medium,15.606
294,419,Battleships in a Board,72.5%,Medium,3.30076
295,420,Strong Password Checker,13.9%,Hard,20.0462
296,424,Longest Repeating Character Replacement,49.8%,Medium,1.02035
297,435,Non-overlapping Intervals,46.4%,Medium,5.0434
298,437,Path Sum III,49.6%,Medium,0.334537
299,438,Find All Anagrams in a String,46.5%,Medium,2.47326
300,441,Arranging Coins,43.3%,Easy,2.08741
301,442,Find All Duplicates in an Array,71.4%,Medium,1.29691
302,443,String Compression,46.2%,Medium,64.4099
303,445,Add Two Numbers II,57.7%,Medium,40.22
304,448,Find All Numbers Disappeared in an Array,57.3%,Easy,2.42342
305,449,Serialize and Deserialize BST,55.4%,Medium,2.41947
306,451,Sort Characters By Frequency,66.8%,Medium,0.552383
307,452,Minimum Number of Arrows to Burst Balloons,50.7%,Medium,2.71357
308,453,Minimum Moves to Equal Array Elements,52.7%,Medium,9.91284
309,454,4Sum II,55.6%,Medium,4.03197
310,455,Assign Cookies,50.6%,Easy,2.17924
311,457,Circular Array Loop,31.1%,Medium,18.2603
312,459,Repeated Substring Pattern,43.4%,Easy,2.00224
313,463,Island Perimeter,68.3%,Easy,1.6302
314,467,Unique Substrings in Wraparound String,37.0%,Medium,15.7343
315,472,Concatenated Words,43.0%,Hard,9.35544
316,476,Number Complement,65.5%,Easy,4.04521
317,480,Sliding Window Median,40.2%,Hard,7.83104
318,485,Max Consecutive Ones,54.4%,Easy,0.457777
319,490,The Maze,54.0%,Medium,3.13372
320,491,Increasing Subsequences,49.6%,Medium,6.2159
321,494,Target Sum,45.2%,Medium,0.866235
322,496,Next Greater Element I,68.6%,Easy,0.964939
323,498,Diagonal Traverse,53.3%,Medium,1.37795
324,503,Next Greater Element II,60.6%,Medium,8.26093
325,508,Most Frequent Subtree Sum,61.3%,Medium,8.153
326,515,Find Largest Value in Each Tree Row,63.6%,Medium,12.8085
327,516,Longest Palindromic Subsequence,58.0%,Medium,0.9927
328,518,Coin Change 2,55.1%,Medium,14.1082
329,522,Longest Uncommon Subsequence II,39.9%,Medium,15.2718
330,525,Contiguous Array,44.5%,Medium,20.5127
331,526,Beautiful Arrangement,63.4%,Medium,1.99533
332,532,K-diff Pairs in an Array,36.9%,Medium,1.94825
333,539,Minimum Time Difference,52.9%,Medium,7.50817
334,540,Single Element in a Sorted Array,58.1%,Medium,3.23954
335,541,Reverse String II,49.9%,Easy,5.61155
336,542,01 Matrix,43.1%,Medium,4.135
337,543,Diameter of Binary Tree,52.3%,Easy,1.11725
338,545,Boundary of Binary Tree,41.9%,Medium,7.35364
339,546,Remove Boxes,47.2%,Hard,19.373
340,547,Number of Provinces,62.2%,Medium,2.76204
341,557,Reverse Words in a String III,75.5%,Easy,4.38741
342,560,Subarray Sum Equals K,43.7%,Medium,3.18589
343,561,Array Partition I,74.7%,Easy,1.62302
344,564,Find the Closest Palindrome,20.9%,Hard,33.8212
345,567,Permutation in String,44.4%,Medium,0.447845
346,581,Shortest Unsorted Continuous Subarray,33.6%,Medium,2.01543
347,594,Longest Harmonious Subsequence,52.1%,Easy,4.73366
348,599,Minimum Index Sum of Two Lists,52.8%,Easy,2.82867
349,605,Can Place Flowers,31.8%,Easy,1.15364
350,609,Find Duplicate File in System,63.4%,Medium,23.3101
351,611,Valid Triangle Number,49.2%,Medium,3.36918
352,617,Merge Two Binary Trees,76.9%,Easy,4.00472
353,628,Maximum Product of Three Numbers,46.7%,Easy,8.97204
354,632,Smallest Range Covering Elements from K Lists,56.7%,Hard,5.49947
355,633,Sum of Square Numbers,34.6%,Medium,9.46567
356,636,Exclusive Time of Functions,57.9%,Medium,22.8187
357,638,Shopping Offers,54.1%,Medium,25.4691
358,642,Design Search Autocomplete System,47.6%,Hard,19.5864
359,646,Maximum Length of Pair Chain,54.8%,Medium,3.09089
360,647,Palindromic Substrings,63.7%,Medium,4.90861
361,654,Maximum Binary Tree,82.7%,Medium,2.33267
362,658,Find K Closest Elements,43.7%,Medium,19.6161
363,661,Image Smoother,53.3%,Easy,8.731
364,662,Maximum Width of Binary Tree,39.6%,Medium,7.59869
365,669,Trim a Binary Search Tree,64.4%,Medium,5.78922
366,670,Maximum Swap,46.4%,Medium,3.71245
367,674,Longest Continuous Increasing Subsequence,47.4%,Easy,1.83356
368,675,Cut Off Trees for Golf Event,35.4%,Hard,24.3211
369,678,Valid Parenthesis String,32.4%,Medium,18.4549
370,679,24 Game,48.1%,Hard,22.823
371,680,Valid Palindrome II,37.9%,Easy,0.891455
372,685,Redundant Connection II,33.4%,Hard,6.40736
373,687,Longest Univalue Path,38.6%,Medium,3.13561
374,688,Knight Probability in Chessboard,51.1%,Medium,9.45038
375,692,Top K Frequent Words,53.9%,Medium,31.5366
376,694,Number of Distinct Islands,59.0%,Medium,6.87007
377,695,Max Area of Island,68.0%,Medium,1.70719
378,698,Partition to K Equal Sum Subsets,45.8%,Medium,1.3754
379,716,Max Stack,44.2%,Easy,4.05432
380,717,1-bit and 2-bit Characters,46.3%,Easy,11.6884
381,718,Maximum Length of Repeated Subarray,51.2%,Medium,7.0741
382,721,Accounts Merge,54.2%,Medium,8.21309
383,724,Find Pivot Index,49.2%,Easy,7.66558
384,725,Split Linked List in Parts,56.1%,Medium,4.59158
385,727,Minimum Window Subsequence,42.8%,Hard,5.05576
386,729,My Calendar I,54.7%,Medium,6.21343
387,730,Count Different Palindromic Subsequences,43.8%,Hard,22.6514
388,732,My Calendar III,65.3%,Hard,7.56277
389,733,Flood Fill,56.9%,Easy,9.22839
390,739,Daily Temperatures,66.1%,Medium,9.77928
391,740,Delete and Earn,53.7%,Medium,0.808225
392,741,Cherry Pickup,35.9%,Hard,4.08974
393,709,To Lower Case,80.8%,Easy,2.14597
394,743,Network Delay Time,47.1%,Medium,1.15109
395,746,Min Cost Climbing Stairs,55.8%,Easy,2.44394
396,752,Open the Lock,55.0%,Medium,2.70792
397,753,Cracking the Safe,53.8%,Hard,8.95659
398,759,Employee Free Time,70.2%,Hard,12.3567
399,428,Serialize and Deserialize N-ary Tree,63.4%,Hard,87.1506
400,763,Partition Labels,78.4%,Medium,5.5478
401,589,N-ary Tree Preorder Traversal,75.2%,Easy,1.94898
402,767,Reorganize String,51.2%,Medium,7.81556
403,771,Jewels and Stones,87.4%,Easy,11.6655
404,700,Search in a Binary Search Tree,74.3%,Easy,2.47915
405,701,Insert into a Binary Search Tree,74.8%,Medium,0.882399
406,772,Basic Calculator III,46.2%,Hard,8.44732
407,703,Kth Largest Element in a Stream,52.0%,Easy,3.44962
408,704,Binary Search,54.7%,Easy,0.527131
409,779,K-th Symbol in Grammar,39.4%,Medium,2.70933
410,785,Is Graph Bipartite?,49.6%,Medium,1.20244
411,787,Cheapest Flights Within K Stops,36.8%,Medium,3.68223
412,792,Number of Matching Subsequences,49.7%,Medium,1.46611
413,794,Valid Tic-Tac-Toe State,34.9%,Medium,14.3752
414,796,Rotate String,50.2%,Easy,4.19831
415,797,All Paths From Source to Target,79.6%,Medium,3.00647
416,706,Design HashMap,63.8%,Easy,44.255
417,801,Minimum Swaps To Make Sequences Increasing,39.1%,Hard,6.73077
418,804,Unique Morse Code Words,79.5%,Easy,3.28202
419,805,Split Array With Same Average,26.6%,Hard,24.4037
420,813,Largest Sum of Averages,51.9%,Medium,12.0496
421,814,Binary Tree Pruning,71.1%,Medium,2.6127
422,819,Most Common Word,45.3%,Easy,1.66138
423,707,Design Linked List,26.5%,Medium,2.40481
424,821,Shortest Distance to a Character,70.6%,Easy,15.3735
425,827,Making A Large Island,44.2%,Hard,1.2847
426,622,Design Circular Queue,48.1%,Medium,11.7278
427,834,Sum of Distances in Tree,52.3%,Hard,7.60702
428,836,Rectangle Overlap,42.9%,Easy,32.0214
429,837,New 21 Game,35.9%,Medium,5.89865
430,844,Backspace String Compare,47.4%,Easy,0.708586
431,846,Hand of Straights,55.9%,Medium,5.87201
432,852,Peak Index in a Mountain Array,71.4%,Easy,0.920011
433,860,Lemonade Change,52.2%,Easy,4.62835
434,862,Shortest Subarray with Sum at Least K,25.9%,Hard,5.26325
435,863,All Nodes Distance K in Binary Tree,59.8%,Medium,9.69738
436,867,Transpose Matrix,61.4%,Easy,10.7814
437,870,Advantage Shuffle,51.0%,Medium,12.9503
438,871,Minimum Number of Refueling Stops,35.2%,Hard,1.95704
439,470,Implement Rand10() Using Rand7(),46.4%,Medium,6.08499
440,875,Koko Eating Bananas,54.2%,Medium,1.3073
441,876,Middle of the Linked List,70.7%,Easy,3.27279
442,877,Stone Game,68.6%,Medium,2.59446
443,528,Random Pick with Weight,45.6%,Medium,38.2735
444,886,Possible Bipartition,46.4%,Medium,3.24719
445,890,Find and Replace Pattern,75.5%,Medium,11.0794
446,895,Maximum Frequency Stack,64.2%,Hard,19.6457
447,897,Increasing Order Search Tree,75.6%,Easy,2.02484
448,904,Fruit Into Baskets,43.2%,Medium,3.07283
449,905,Sort Array By Parity,74.9%,Easy,2.15348
450,909,Snakes and Ladders,39.6%,Medium,19.7053
451,910,Smallest Range II,31.9%,Medium,21.4449
452,912,Sort an Array,62.8%,Medium,3.38893
453,917,Reverse Only Letters,60.6%,Easy,15.1053
454,929,Unique Email Addresses,67.4%,Easy,1.31291
455,931,Minimum Falling Path Sum,65.9%,Medium,3.78548
456,934,Shortest Bridge,51.7%,Medium,9.83316
457,935,Knight Dialer,48.1%,Medium,3.26964
458,938,Range Sum of BST,84.0%,Easy,1.87961
459,939,Minimum Area Rectangle,52.9%,Medium,2.76698
460,947,Most Stones Removed with Same Row or Column,56.2%,Medium,3.16807
461,953,Verifying an Alien Dictionary,52.2%,Easy,0.679077
462,957,Prison Cells After N Days,39.8%,Medium,4.08974
463,959,Regions Cut By Slashes,68.2%,Medium,9.32607
464,962,Maximum Width Ramp,47.4%,Medium,11.5158
465,968,Binary Tree Cameras,41.2%,Hard,4.88941
466,969,Pancake Sorting,69.3%,Medium,14.9831
467,509,Fibonacci Number,67.8%,Easy,7.3943
468,973,K Closest Points to Origin,65.7%,Medium,5.90745
469,974,Subarray Sums Divisible by K,52.4%,Medium,2.32122
470,977,Squares of a Sorted Array,71.5%,Easy,4.04445
471,980,Unique Paths III,77.6%,Hard,3.63272
472,981,Time Based Key-Value Store,53.4%,Medium,50.1288
473,983,Minimum Cost For Tickets,63.4%,Medium,7.01447
474,986,Interval List Intersections,69.7%,Medium,18.2048
475,987,Vertical Order Traversal of a Binary Tree,39.8%,Hard,6.1422
476,992,Subarrays with K Different Integers,52.5%,Hard,3.27995
477,994,Rotting Oranges,51.1%,Medium,0.879973
478,996,Number of Squareful Arrays,49.0%,Hard,30.2224
479,997,Find the Town Judge,49.9%,Easy,1.57439
480,1002,Find Common Characters,68.6%,Easy,22.8398
481,1004,Max Consecutive Ones III,61.6%,Medium,2.11686
482,1008,Construct Binary Search Tree from Preorder Traversal,79.8%,Medium,0.32775
483,1060,Missing Element in Sorted Array,55.4%,Medium,19.3067
484,1020,Number of Enclaves,60.8%,Medium,5.21284
485,1021,Remove Outermost Parentheses,79.5%,Easy,2.85977
486,1022,Sum of Root To Leaf Binary Numbers,72.2%,Easy,6.65516
487,1029,Two City Scheduling,59.2%,Medium,2.74507
