,#,Title,Acceptance,Difficulty,Frequency
49,85,Maximal Rectangle,40.9%,Hard,1.38308
50,88,Merge Sorted Array,42.2%,Easy,0.296271
51,91,Decode Ways,28.9%,Medium,0.805405
52,97,Interleaving String,34.1%,Medium,5.05563
53,98,Validate Binary Search Tree,29.7%,Medium,0.156785
54,101,Symmetric Tree,50.2%,Easy,0.45869
55,102,Binary Tree Level Order Traversal,59.2%,Medium,0.186471
56,105,Construct Binary Tree from Preorder and Inorder Traversal,55.4%,Medium,0.931365
57,118,Pascal's Triangle,60.4%,Easy,0.22472
58,121,Best Time to Buy and Sell Stock,52.9%,Easy,1.00781
59,122,Best Time to Buy and Sell Stock II,60.4%,Medium,0.885484
60,123,Best Time to Buy and Sell Stock III,42.2%,Hard,0.290055
61,126,Word Ladder II,25.8%,Hard,12.5847
62,127,Word Ladder,33.7%,Hard,20.9856
63,130,Surrounded Regions,31.7%,Medium,2.85151
64,131,Palindrome Partitioning,55.8%,Medium,0.886242
65,133,Clone Graph,43.4%,Medium,0.80194
66,134,Gas Station,43.2%,Medium,0.825322
67,139,Word Break,43.3%,Medium,4.26653
68,140,Word Break II,39.2%,Hard,1.45198
69,146,LRU Cache,38.3%,Medium,5.85586
70,149,Max Points on a Line,19.2%,Hard,1.56079
71,151,Reverse Words in a String,26.8%,Medium,0.160205
72,160,Intersection of Two Linked Lists,47.5%,Easy,0.690995
73,162,Find Peak Element,45.0%,Medium,1.68861
74,173,Binary Search Tree Iterator,63.3%,Medium,1.23479
75,174,Dungeon Game,35.6%,Hard,14.9359
76,185,Department Top Three Salaries,43.9%,Hard,1.25753
77,188,Best Time to Buy and Sell Stock IV,31.8%,Hard,2.8253
78,193,Valid Phone Numbers,25.6%,Easy,5.35989
79,200,Number of Islands,52.0%,Medium,4.48576
80,205,Isomorphic Strings,41.6%,Easy,1.41969
81,206,Reverse Linked List,68.3%,Easy,0.946162
82,207,Course Schedule,44.7%,Medium,0.591641
83,210,Course Schedule II,44.9%,Medium,0.75217
84,211,Design Add and Search Words Data Structure,42.5%,Medium,0.800752
85,212,Word Search II,38.4%,Hard,23.8073
86,215,Kth Largest Element in an Array,61.4%,Medium,0.463019
87,224,Basic Calculator,39.5%,Hard,6.04918
88,227,Basic Calculator II,40.0%,Medium,4.09413
89,235,Lowest Common Ancestor of a Binary Search Tree,54.9%,Easy,0.823699
90,236,Lowest Common Ancestor of a Binary Tree,52.7%,Medium,0.91502
91,238,Product of Array Except Self,62.7%,Medium,0.430451
92,239,Sliding Window Maximum,45.7%,Hard,0.769116
93,243,Shortest Word Distance,63.4%,Easy,1.4596
94,253,Meeting Rooms II,48.4%,Medium,4.17693
95,262,Trips and Users,37.0%,Hard,12.1915
96,269,Alien Dictionary,34.3%,Hard,1.80208
97,271,Encode and Decode Strings,35.4%,Medium,3.07085
98,273,Integer to English Words,29.0%,Hard,2.25568
99,282,Expression Add Operators,38.7%,Hard,3.81545
100,283,Move Zeroes,59.6%,Easy,0.131672
101,286,Walls and Gates,57.8%,Medium,1.40992
102,287,Find the Duplicate Number,58.3%,Medium,0.294677
103,291,Word Pattern II,45.4%,Medium,9.37805
104,295,Find Median from Data Stream,49.5%,Hard,4.7572
105,297,Serialize and Deserialize Binary Tree,52.1%,Hard,13.3743
106,300,Longest Increasing Subsequence,47.3%,Medium,0.264209
107,301,Remove Invalid Parentheses,45.9%,Hard,1.88633
108,305,Number of Islands II,39.3%,Hard,23.4839
109,315,Count of Smaller Numbers After Self,42.0%,Hard,2.70242
110,322,Coin Change,39.0%,Medium,0.848917
111,330,Patching Array,39.1%,Hard,10.6579
112,332,Reconstruct Itinerary,39.4%,Hard,33.8073
113,336,Palindrome Pairs,36.2%,Hard,3.02598
114,340,Longest Substring with At Most K Distinct Characters,46.7%,Medium,5.55814
115,341,Flatten Nested List Iterator,57.5%,Medium,5.08824
116,346,Moving Average from Data Stream,74.9%,Easy,1.30098
117,347,Top K Frequent Elements,63.7%,Medium,1.58618
118,354,Russian Doll Envelopes,39.2%,Hard,18.1347
119,361,Bomb Enemy,49.0%,Medium,10.71
120,380,Insert Delete GetRandom O(1),50.7%,Medium,0.461598
121,388,Longest Absolute File Path,44.7%,Medium,2.45552
122,392,Is Subsequence,50.0%,Easy,0.61899
123,394,Decode String,54.6%,Medium,9.04854
124,399,Evaluate Division,55.9%,Medium,31.4245
125,415,Add Strings,50.8%,Easy,0.879675
126,416,Partition Equal Subset Sum,45.7%,Medium,0.602426
127,418,Sentence Screen Fitting,34.8%,Medium,1.91334
128,420,Strong Password Checker,13.9%,Hard,7.40005
129,424,Longest Repeating Character Replacement,49.8%,Medium,3.21256
130,446,Arithmetic Slices II - Subsequence,38.9%,Hard,8.68909
131,451,Sort Characters By Frequency,66.8%,Medium,0.195732
132,465,Optimal Account Balancing,48.6%,Hard,59.2526
133,493,Reverse Pairs,28.8%,Hard,5.08564
134,494,Target Sum,45.2%,Medium,1.54565
135,502,IPO,43.0%,Hard,27.0951
136,518,Coin Change 2,55.1%,Medium,1.65547
137,529,Minesweeper,63.4%,Medium,32.8079
138,542,01 Matrix,43.1%,Medium,0.533936
139,545,Boundary of Binary Tree,41.9%,Medium,2.64358
140,546,Remove Boxes,47.2%,Hard,15.4272
141,547,Number of Provinces,62.2%,Medium,0.355072
142,621,Task Scheduler,53.7%,Medium,8.23219
143,628,Maximum Product of Three Numbers,46.7%,Easy,1.17679
144,631,Design Excel Sum Formula,37.0%,Hard,9.98911
145,642,Design Search Autocomplete System,47.6%,Hard,5.88921
146,646,Maximum Length of Pair Chain,54.8%,Medium,2.46136
147,655,Print Binary Tree,57.9%,Medium,34.7025
148,658,Find K Closest Elements,43.7%,Medium,0.829287
149,659,Split Array into Consecutive Subsequences,45.0%,Medium,5.17245
150,678,Valid Parenthesis String,32.4%,Medium,3.87414
151,679,24 Game,48.1%,Hard,10.6124
152,694,Number of Distinct Islands,59.0%,Medium,2.46722
153,721,Accounts Merge,54.2%,Medium,0.747435
154,724,Find Pivot Index,49.2%,Easy,0.696299
155,735,Asteroid Collision,44.1%,Medium,0.673651
156,739,Daily Temperatures,66.1%,Medium,0.658132
157,743,Network Delay Time,47.1%,Medium,0.91664
158,746,Min Cost Climbing Stairs,55.8%,Easy,0.313856
159,752,Open the Lock,55.0%,Medium,4.79022
160,757,Set Intersection Size At Least Two,42.8%,Hard,22.7261
161,759,Employee Free Time,70.2%,Hard,9.83997
162,428,Serialize and Deserialize N-ary Tree,63.4%,Hard,4.27981
163,763,Partition Labels,78.4%,Medium,0.719646
164,764,Largest Plus Sign,48.5%,Medium,19.2323
165,427,Construct Quad Tree,63.9%,Medium,91.2235
166,767,Reorganize String,51.2%,Medium,4.02603
167,772,Basic Calculator III,46.2%,Hard,3.04377
168,773,Sliding Puzzle,62.5%,Hard,73.6705
169,787,Cheapest Flights Within K Stops,36.8%,Medium,0.740884
170,706,Design HashMap,63.8%,Easy,1.46545
171,815,Bus Routes,44.6%,Hard,100
172,836,Rectangle Overlap,42.9%,Easy,2.33377
173,855,Exam Room,43.5%,Medium,15.4336
174,871,Minimum Number of Refueling Stops,35.2%,Hard,17.6432
175,470,Implement Rand10() Using Rand7(),46.4%,Medium,4.84564
176,528,Random Pick with Weight,45.6%,Medium,1.40789
177,907,Sum of Subarray Minimums,33.0%,Medium,1.8651
178,909,Snakes and Ladders,39.6%,Medium,10.3127
179,934,Shortest Bridge,51.7%,Medium,4.47721
180,942,DI String Match,75.0%,Easy,3.2491
181,945,Minimum Increment to Make Array Unique,48.0%,Medium,15.2565
182,947,Most Stones Removed with Same Row or Column,56.2%,Medium,2.52282
183,953,Verifying an Alien Dictionary,52.2%,Easy,2.14633
184,967,Numbers With Same Consecutive Differences,46.4%,Medium,17.0147
185,973,K Closest Points to Origin,65.7%,Medium,1.86312
186,977,Squares of a Sorted Array,71.5%,Easy,1.17103
187,981,Time Based Key-Value Store,53.4%,Medium,1.93008
188,986,Interval List Intersections,69.7%,Medium,41.0769
189,987,Vertical Order Traversal of a Binary Tree,39.8%,Hard,1.78756
190,992,Subarrays with K Different Integers,52.5%,Hard,2.61191
191,1011,Capacity To Ship Packages Within D Days,61.7%,Medium,1.09123
192,1027,Longest Arithmetic Subsequence,48.7%,Medium,2.31163
193,1135,Connecting Cities With Minimum Cost,60.2%,Medium,2.54765
194,1182,Shortest Distance to Target Color,54.3%,Medium,7.14467
195,1052,Grumpy Bookstore Owner,56.3%,Medium,58.0427
196,1091,Shortest Path in Binary Matrix,41.3%,Medium,3.12825
197,1244,Design A Leaderboard,67.2%,Medium,4.04175
198,1146,Snapshot Array,37.1%,Medium,2.9903
199,1200,Minimum Absolute Difference,67.6%,Easy,2.67086
200,1218,Longest Arithmetic Subsequence of Given Difference,48.7%,Medium,3.06403
201,1249,Minimum Remove to Make Valid Parentheses,65.0%,Medium,0.803253
202,1254,Number of Closed Islands,62.7%,Medium,2.13527
203,1281,Subtract the Product and Sum of Digits of an Integer,85.7%,Easy,12.9705
204,1335,Minimum Difficulty of a Job Schedule,56.8%,Hard,16.6046
205,1352,Product of the Last K Numbers,46.7%,Medium,14.819
206,1400,Construct K Palindrome Strings,64.0%,Medium,82.447
207,1391,Check if There is a Valid Path in a Grid,46.3%,Medium,11.3913
208,1423,Maximum Points You Can Obtain from Cards,49.4%,Medium,1.25487
209,1438,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,45.3%,Medium,6.13344
210,1475,Final Prices With a Special Discount in a Shop,75.0%,Easy,5.62607
211,1470,Shuffle the Array,88.1%,Easy,1.72184
212,1531,String Compression II,36.4%,Hard,13.0022
213,1515,Best Position for a Service Centre,39.7%,Hard,31.3829
214,1552,Magnetic Force Between Two Balls,52.4%,Medium,6.23085
215,1579,Remove Max Number of Edges to Keep Graph Fully Traversable,49.0%,Hard,14.3064
216,1626,Best Team With No Conflicts,40.1%,Medium,10.6305
217,1640,Check Array Formation Through Concatenation,55.4%,Easy,7.50739
218,1668,Maximum Repeating Substring,39.4%,Easy,5.14034
219,1672,Richest Customer Wealth,88.2%,Easy,0.721652
220,1696,Jump Game VI,42.2%,Medium,30.3781
221,1743,Restore the Array From Adjacent Pairs,66.9%,Medium,49.8534
222,1768,Merge Strings Alternately,74.3%,Easy,6.71713
223,1793,Maximum Score of a Good Subarray,50.0%,Hard,8.17439
224,1861,Rotating the Box,63.5%,Medium,68.3945
225,1891,Cutting Ribbons,50.0%,Medium,2.90094
