,#,Title,Acceptance,Difficulty,Frequency
129,1352,Product of the Last K Numbers,46.7%,Medium,7.9124
130,1400,Construct K Palindrome Strings,64.0%,Medium,44.4454
131,1438,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,45.3%,Medium,5.64641
132,1475,Final Prices With a Special Discount in a Shop,75.0%,Easy,2.33673
133,1531,String Compression II,36.4%,Hard,11.9698
134,1552,Magnetic Force Between Two Balls,52.4%,Medium,5.73609
135,1579,Remove Max Number of Edges to Keep Graph Fully Traversable,49.0%,Hard,13.1704
136,1696,Jump Game VI,42.2%,Medium,7.79729
137,1743,Restore the Array From Adjacent Pairs,66.9%,Medium,28.4564
138,1768,Merge Strings Alternately,74.3%,Easy,6.18375
139,1861,Rotating the Box,63.5%,Medium,62.9636
140,1891,Cutting Ribbons,50.0%,Medium,2.67059
